state,ideology,name,party
KS,0.297,"Francis, Shannon G.",R
KS,-0.707,"Frownfelter, Stan",D
KS,-0.256,"Gallagher, Linda",R
KS,1.339,"Garber, Randy",R
KS,0.781,"Goico, Mario",R
KS,0.471,"Gonzalez, Ramon Jr.",R
KS,1.497,"Grosserode, Amanda",R
KS,0.898,"Hawkins, Daniel",R
KS,1.07,"Hedke, Dennis",R
KS,0.87,"Hemsley, Lane",R
KS,-1.108,"Henderson, Broderick",D
KS,-0.465,"Henry, Jerry",D
KS,0.197,"Hibbard, Larry Paul",R
KS,-1.155,"Highberger, Dennis",D
KS,1.017,"Highland, Ron",R
KS,1.594,"Hildabrand, Brett",R
KS,0.028,"Hill, Don",R
KS,0.221,"Hineman, Don",R
KS,1.033,"Hoffman, Kyle",R
KS,1.161,"Houser, Michael",R
KS,-0.947,"Houston, Roderick",D
KS,1.17,"Huebert, Steve",R
KS,0.701,"Hutchins, Becky J.",R
KS,0.92,"Hutton, Mark",R
KS,0.328,"Jennings, Russell",R
KS,0.684,"Johnson, Steven",R
KS,0.994,"Jones, Dick",R
KS,1.298,"Jones, Kevin",R
KS,1.326,"Kahrs, Mark",R
KS,1.319,"Kelley, Kasha",R
KS,0.544,"Kelly, Jim",R
KS,0.923,"Kiegerl, S.",R
KS,0.717,"Kleeb, Marvin",R
KS,-1.316,"Kuether, Annie",D
KS,-0.94,"Lane, Harold",D
KS,0.013,"Lewis, Greg",R
KS,1.117,"Lunn, Jerry",R
KS,-0.592,"Lusk, Nancy",D
KS,-0.443,"Lusker, Adam J.",D
KS,1.367,"Macheers, Charles",R
KS,0.924,"Mason, Les",R
KS,1.076,"Mast, Peggy",R
KS,1.884,"McPherson, Craig",R
KS,0.216,"Moxley, Tom",R
KS,0.973,"O'Brien, Connie",R
KS,0.795,"Osterman, Leslie",R
KS,-0.931,"Ousley, Jarrod",D
KS,0.238,"Patton, Fred C.",R
KS,-0.288,"Pauls, Janice",D
KS,1.035,"Peck, Virgil Jr.",R
KS,0.243,"Phillips, Tom",R
KS,1.657,"Powell, Randy",R
KS,0.32,"Proehl, Richard",R
KS,0.646,"Rahjes, Ken",R
KS,0.982,"Read, Marty",R
KS,1.038,"Rhoades, Marc",R
KS,-0.166,"Rooker, Melissa",R
KS,1.086,"Rubin, John",R
KS,-1.153,"Ruiz, Louis",D
KS,1.053,"Ryckman, Ron Jr.",R
KS,0.771,"Ryckman, Ronald Sr.",R
KS,-0.704,"Sawyer, Tom",D
KS,1.511,"Scapa, Joseph",R
KS,0.608,"Schroeder, Don",R
KS,0.888,"Schwab, Scott",R
KS,0.827,"Schwartz, Sharon",R
KS,-0.861,"Scott, Ben",D
KS,0.762,"Seiwert, Joe",R
KS,0.131,"Sloan, Thomas",R
KS,0.319,"Smith, Charles",R
KS,1.033,"Suellentrop, Gene",R
KS,1.437,"Sutton, William",R
KS,0.284,"Swanson, Susie",R
KS,0.882,"Thimesch, Jack",R
KS,0.389,"Thompson, Kent L.",R
KS,-1.21,"Tietze, Annie",D
KS,0.982,"Todd, James",R
KS,-0.614,"Trimmer, Ed",D
KS,0.588,"Vickrey, Jene",R
KS,-0.9,"Victors, Ponka-We",D
KS,-0.777,"Ward, Jim",D
KS,0.605,"Waymaster, Troy",R
KS,0.958,"Weber, Brian",R
KS,-0.337,"Whipple, Brandon",D
KS,2.037,"Whitmer, John",R
KS,0.885,"Williams, Kristey S.",R
KS,-0.904,"Wilson, John",D
KS,-1.289,"Winn, Valdenia",D
KS,-0.672,"Wolfe Moore, Kathy",D
LA,0.552,"Amedee, Jody",R
LA,0.451,"Abraham, Mark",R
LA,0.18,"Abramson, Neil",D
LA,0.45,"Adams, Bryan",R
LA,0.03,"Armes, James III",D
LA,-0.125,"Armes, James III",D
LA,0.635,"Bacala, Tony",R
LA,0.632,"Bagley, Lawrence A.",R
LA,-0.378,"Bagneris, John",D
LA,0.538,"Berthelot, John",R
LA,0.119,"Billiot, Robert",D
LA,-0.68,"Bouie, Joseph",D
LA,0.556,"Broadwater, Chris",R
LA,-0.017,"Brown, Chad",D
LA,0.681,"Carmody, Thomas Jr.",R
LA,-0.683,"Carpenter, Barbara West",D
LA,-0.397,"Carter, Gary M.",D
LA,-0.009,"Carter, Robert J. ""Robby""",D
LA,0.656,"Carter, Stephen F.",R
LA,0.813,"Chaney, Charles",R
LA,0.495,"Chaney, Charles",R
LA,0.632,"Connick, Patrick",R
LA,0.631,"Coussan, Jean-paul",R
LA,-0.514,"Cox, Kenny R.",D
LA,0.793,"Cromer, George",R
LA,0.434,"Danahay, Michael",D
LA,0.593,"Danahay, Michael",R
LA,0.457,"Davis, Paula",R
LA,0.877,"DeVillier, Phillip R.",R
LA,0.523,"Dwight, Stephen C.",R
LA,1.023,"Edmonds, Rick",R
LA,0.808,"Emerson, Julie",R
LA,0.719,"Falconer, Reid",R
LA,-0.43,"Franklin, Albert",D
LA,-0.471,"Gaines, Randal L.",D
LA,0.979,"Garofalo, Raymond Jr.",R
LA,0.093,"Gisclair, Jerry",D
LA,-0.384,"Glover, Cedric B.",D
LA,0.652,"Guillory, Mickey",R
LA,-0.642,"Hall, Jeff",D
LA,-0.452,"Harris, Jimmy",D
LA,0.795,"Harris, Lance",R
LA,0.498,"Havard, Kenneth",R
LA,0.883,"Henry, J. Jr.",R
LA,0.714,"Hensgens, Bob",R
LA,0.576,"Hilferty, Stephanie",R
LA,0.806,"Hodges, Valarie",R
LA,0.607,"Hoffmann, Frank",R
LA,0.863,"Hollis, Paul",R
LA,1.114,"Horton, Dodie",R
LA,0.525,"Howard, Frank",R
LA,-0.777,"Hunter, Marcus",D
LA,0.553,"Huval, Mike",R
LA,0.996,"Ivey, Barry",R
LA,-0.652,"Jackson, Katrina",D
LA,-0.527,"James, Edward II",D
LA,-0.354,"Jefferson, Patrick O.",D
LA,-0.65,"Jenkins, Samuel L.",D
LA,-0.063,"Johnson, Robert",D
LA,1.235,"Johnson, Robert",R
LA,-0.362,"Jordan, Edmond",D
LA,0.679,"Kleckley, Charles",R
LA,-0.108,"Kleckley, Charles",D
LA,0.856,"LaBruzzo, John Jr.",R
LA,-0.601,"Landry, Terry C.",D
LA,-0.147,"Leger, Walter III",D
LA,0.599,"Leopold, Christopher",R
LA,0.108,"Ligi, Anthony Jr.",D
LA,0.712,"Lopinto, Joseph III",R
LA,-0.564,"Lyons, Rodney",D
LA,0.764,"Mack, Sherman",R
LA,0.38,"Magee, Tanner",R
LA,-0.936,"Marcelle, Denise C.",D
LA,0.573,"McFarland, Jack G.",R
LA,0.97,"Miguez, Blake",R
LA,-0.435,"Miller, Dustin",D
LA,0.717,"Miller, Gregory",R
LA,0.669,"Monica, Nickie",R
LA,-0.145,"Montoucet, Jack",D
LA,-0.038,"Moreno, Helena",D
LA,0.833,"Morris, John III",R
LA,-0.478,"Norton, Barbara M.",D
LA,0.526,"Nowlin, Rickey",R
LA,0.971,"Pearson, Joseph",R
LA,-0.589,"Pierre, Vincent",D
LA,-0.52,"Price, Edward",D
LA,0.71,"Pylant, Steven",R
LA,-0.014,"Reynolds, Eugene",D
LA,0.564,"Schexnayder, Clay",R
LA,0.979,"Schroder, John Sr.",R
LA,0.794,"Schroder, John Sr.",R
LA,1.229,"Seabaugh, Alan T.",R
LA,0.57,"Shadoin, Robert E.",R
LA,-0.053,"Simon, Scott",D
LA,1.014,"Simon, Scott",R
LA,0.521,"Smith, Patricia",R
LA,-0.744,"Smith, Patricia",D
LA,0.749,"Stokes, Julie",R
LA,0.269,"Thibaut, Major Jr.",D
LA,0.101,"White, Malinda B.",D
LA,0.463,"Willmott, Thomas",R
LA,0.452,"Zeringue, Jerome",R
ME,-0.885,"Hobbins, Barry",D
ME,-0.769,"Martin, John",D
ME,-1.115,"Rotundo, Margaret",D
ME,0.542,"Sherman, Roger",R
ME,-0.544,"Stanley, Stephen",D
ME,-0.554,"Alley, Robert W.",D
ME,0.939,"Austin, Susan",R
ME,-0.874,"Babbidge, Christopher W",D
ME,-1.395,"Bates, Dillon",D
ME,0.18,"Battle, Kevin J.",R
ME,-0.981,"Beavers, Roberta B",D
ME,-0.907,"Beck, Henry E. M",D
ME,-1.765,"Beebe-Center, Pinny",D
ME,0.465,"Bickford, Bruce",R
ME,0.789,"Black, Russell J",R
ME,-1.454,"Blume, Lydia",D
ME,-2.221,"Brooks, Heidi E.",D
ME,-1.291,"Bryant, Mark E",D
ME,0.949,"Buckland, Andrew Russell",R
ME,-1.755,"Burstein, Christine S.",D
ME,0.092,"Campbell, James Sr.",R
ME,0.732,"Campbell, Richard H",R
ME,0.692,"Chace, Paul",R
ME,-1.064,"Chapman, Ralph",D
ME,-0.857,"Chenette, Justin Mark",D
ME,-1.182,"Cooper, Janice",D
ME,0.462,"Corey, Patrick W.",R
ME,1.231,"Crafts, Dale J",R
ME,-0.878,"Davitt, James E.",D
ME,-0.818,"DeChant, Jennifer",D
ME,-1.011,"Devin, Michael Gilbert",D
ME,0.75,"Dillingham, Kathleen Rose Jackson",R
ME,-0.984,"Dion, Mark N",D
ME,-1.271,"Doore, Donna R.",D
ME,-0.884,"Duchesne, Robert S",D
ME,0.906,"Dunphy, Larry Charles",R
ME,-1.016,"Dunphy, Michelle Ann",D
ME,0.911,"Edgecomb, Anthony J.",R
ME,0.918,"Espling, Eleanor M",R
ME,-1.099,"Eves, Mark",D
ME,-1.227,"Farnsworth, Richard R",D
ME,1.006,"Farrin, Bradlee Thomas",R
ME,-1.154,"Fecteau, Ryan M.",D
ME,0.505,"Foley, Robert A.",R
ME,-0.873,"Fowle, Lori",D
ME,0.907,"Fredette, Kenneth Wade",R
ME,-1.156,"Frey, Aaron M",D
ME,-1.139,"Gattine, Andrew M",D
ME,0.684,"Gerrish, Karen A.",R
ME,-1.264,"Gideon, Sara",D
ME,-1.01,"Gilbert, Paul",D
ME,0.688,"Gillway, James S",R
ME,0.659,"Ginzler, Phyllis A.",R
ME,-1.344,"Golden, Jared F.",D
ME,-1.416,"Goode, Adam A",D
ME,-1.095,"Grant, Gay M",D
ME,0.863,"Greenwood, Randall Adam",R
ME,-0.387,"Grohman, Martin J.",D
ME,0.871,"Guerin, Stacey K",R
ME,-1.522,"Hamann, Scott M",D
ME,0.746,"Hanington, Sheldon Mark",R
ME,1.472,"Hanley, Jeffery P.",R
ME,-0.892,"Harlow, Denise Patricia",D
ME,0.547,"Harrington, Matthew",R
ME,0.77,"Hawke, Stephanie",R
ME,0.828,"Head, Frances M.",R
ME,-1.058,"Herbig, Erin",D
ME,0.556,"Herrick, Lloyd C.",R
ME,-0.706,"Hickman, Craig V",D
ME,0.3,"Higgins, Norman E.",R
ME,0.855,"Hilliard, Gary L.",R
ME,0.607,"Hobart, Brian D.",R
ME,-0.771,"Hogan, George W",D
ME,-1.116,"Hubbell, Brian L",D
ME,-0.604,"Hymanson, Patricia",D
ME,-1.244,"Jorgensen, Erik Clark",D
ME,0.801,"Kinney, Jonathan L",R
ME,0.944,"Kinney, Maryanne",R
ME,-1.209,"Kornfield, Victoria P",D
ME,-1.201,"Kruger, Charles B",D
ME,-1.036,"Kumiega III, Walter A",D
ME,-0.913,"Lajoie, Michael",D
ME,-1.353,"Larsen Daughtry, Matthea E",D
ME,1.17,"Lockman, Lawrence G",R
ME,1.361,"Long, Ricky D",R
ME,-1.003,"Longstaff, Thomas",D
ME,-1.017,"Luchini Jr, Louis Joseph",D
ME,1.104,"Lyford, Peter A.",R
ME,0.472,"Maker, Joyce A",R
ME,0.768,"Malaby, Richard S",R
ME,0.605,"Marean, Donald G",R
ME,-0.724,"Martin, Roland Daniel",D
ME,-1.179,"Mastraccio, Anne-Marie",D
ME,-0.969,"McCabe, Jeffrey M",D
ME,0.927,"McClellan, Michael D",R
ME,-1.441,"McCreight, Joyce",D
ME,0.642,"McElwee, Carol A.",R
ME,-1.187,"McLean, Andrew J",D
ME,-1.52,"Melaragno, Gina M.",D
ME,-1.274,"Monaghan-Derrig, Kimberly J",D
ME,-1.581,"Moonen, Matthew W",D
ME,-0.942,"Morrison, Terry",D
ME,-0.784,"Nadeau, Catherine M",D
ME,-1.169,"Noon, William F",D
ME,0.674,"Nutting, Robert W",R
ME,1.132,"O'Connor, Beth A",R
ME,0.862,"Ordway, Lester",R
ME,0.817,"Parry, Wayne",R
ME,-0.601,"Peterson, Matthew John",D
ME,0.623,"Picchiotti, John J",R
ME,0.763,"Pickett, Richard A.",R
ME,0.843,"Pierce, Jeffrey K.",R
ME,-1.16,"Pierce, Teresa S.",D
ME,0.272,"Pouliot, Matthew G",R
ME,-1.064,"Powers, Christine B",D
ME,0.909,"Prescott, Dwayne W.",R
ME,1.109,"Reed, Roger E",R
ME,-1.251,"Russell, Diane M.",D
ME,-1.389,"Rykerson, Deane",D
ME,-1.369,"Sanborn, Linda F",D
ME,0.983,"Sanderson, Deborah J",R
ME,-0.778,"Saucier, Robert J.",D
ME,1.078,"Sawicki, David P.",R
ME,-1.22,"Schneck, John C",D
ME,0.591,"Seavey, H. Stedman",R
ME,-0.64,"Shaw, Michael",D
ME,-0.452,"Short Jr, Stanley Byron",D
ME,1.131,"Sirocki, Heather",R
ME,0.84,"Skolfield, Thomas H.",R
ME,0.436,"Stearns, Paul A.",R
ME,1.311,"Stetkis, Joel R.",R
ME,-2.231,"Stuckey, Peter C",D
ME,-1.178,"Tepler, Denise",D
ME,0.938,"Theriault, Timothy S.",R
ME,1.101,"Timberlake, Jeffrey L",R
ME,0.818,"Timmons, Michael J.",R
ME,-1.351,"Tipping-Spitz, Ryan D",D
ME,-1.118,"Tucker, Ralph L.",D
ME,0.369,"Tuell, William R.",R
ME,0.902,"Turner, Beth P.",R
ME,0.586,"Vachon, Karen",R
ME,-0.546,"Verow, Arthur C",D
ME,0.794,"Wadsworth, Nathan J.",R
ME,0.495,"Ward, Karleton S.",R
ME,-1.115,"Warren, Charlotte May",D
ME,-1.174,"Welsh, Joan W",D
ME,0.96,"White, Dustin Michael",R
ME,0.842,"Winsor, Tom J",R
ME,0.755,"Wood, Stephen J",R
MD,1.009,"Adams, Christopher Troy",R
MD,1.021,"Afzali, Kathy",R
MD,-0.951,"Anderson, Curtis",D
MD,0.545,"Anderton Jr, Carl",R
MD,-0.855,"Angel, Angela",D
MD,1.065,"Arentz, Steven J.",R
MD,-0.995,"Atterbeary, Vanessa",D
MD,0.723,"Aumann, Susan",R
MD,-0.705,"Barkley, Charles",D
MD,-1.297,"Barnes, Benjamin",D
MD,-1.038,"Barnes, Darryl",D
MD,-1.801,"Barron, Erek",D
MD,-1.285,"Barve, Kumar",D
MD,-0.53,"Beidle, Pamela",D
MD,0.505,"Beitzel, Wendell",R
MD,-1.127,"Branch, Talmadge",D
MD,-0.155,"Bromwell, Eric",D
MD,-1.176,"Brooks, Benjamin T.",D
MD,0.815,"Buckel, Jason C.",R
MD,-1.173,"Busch, Michael",D
MD,-0.2,"Carey, Ned",D
MD,0.75,"Carozza, Mary Elizabeth",R
MD,-1.444,"Carr, Alfred Jr.",D
MD,-0.759,"Carter, Jill",D
MD,0.838,"Cassilly, Andrew",R
MD,-0.515,"Chang, Mark",D
MD,0.802,"Ciliberti, Barrie S.",R
MD,-1.169,"Clippinger, Luke",D
MD,0.868,"Cluster, John Jr.",R
MD,-0.932,"Conaway, Frank Jr.",D
MD,-1.678,"Cullison, Bonnie",D
MD,-1.287,"Davis, Dereck",D
MD,-1.26,"Dumais, Kathleen",D
MD,-1.76,"Ebersole, Eric D.",D
MD,-1.665,"Fennell, Diana M.",D
MD,1.348,"Fisher, Mark",R
MD,0.708,"Flanagan, Robert",R
MD,0.732,"Folden, William",R
MD,-1.145,"Fraser-hidalgo, David Vincent",D
MD,-1.185,"Frick, C.",D
MD,-1.175,"Frush, Barbara",D
MD,-1.324,"Gaines, Tawanna",D
MD,1.046,"Ghrist, Jeff",R
MD,-1.441,"Gilchrist, James",D
MD,0.895,"Glass, Glen",R
MD,-1.194,"Glenn, Cheryl",D
MD,1.391,"Grammer, Robin L.",R
MD,-1.131,"Gutierrez, Ana Sol",D
MD,-0.941,"Hammen, Peter",D
MD,-1.074,"Hayes, Antonio",D
MD,-1.381,"Haynes, Keith",D
MD,-1.189,"Healey, Anne",D
MD,-1.811,"Hettleman, Shelly",D
MD,-0.815,"Hill, Terri",D
MD,-1.367,"Hixson, Sheila",D
MD,-1.253,"Holmes, Marvin Jr.",D
MD,0.683,"Hornberger, Kevin Bailey",R
MD,-1.298,"Howard, Carolyn",D
MD,0.979,"Howard, Seth A.",R
MD,1.21,"Impallaria, Richard",R
MD,-0.963,"Jackson, Michael A.",D
MD,0.887,"Jacobs, Jay",R
MD,-0.736,"Jalisi, Jay",D
MD,-0.615,"Jameson, Sally",D
MD,-1.539,"Jones, Adrienne",D
MD,-1.276,"Kaiser, Anne",D
MD,-1.127,"Kelly, Ariana",D
MD,0.551,"Kipke, Nicholaus",R
MD,1.253,"Kittleman, Trent Mitchell",R
MD,-0.769,"Knotts, Tony",D
MD,-1.83,"Korman, Marc Alan",D
MD,-0.909,"Kramer, Benjamin",D
MD,0.773,"Krebs, Susan",R
MD,-1.133,"Krimm, Carol L.",D
MD,-0.673,"Lafferty, Stephen",D
MD,-1.639,"Lam, Clarence K.",D
MD,-1.39,"Lierman, Brooke Elizabeth",D
MD,-0.265,"Lisanti, Mary Ann",D
MD,1.016,"Long, Bob",R
MD,-1.284,"Luedtke, Eric",D
MD,0.929,"Malone, James Jr.",R
MD,0.665,"Mautz, Johnny",R
MD,0.799,"McComas, Susan",R
MD,0.834,"McConkey, W.",R
MD,-1.927,"McCray, Cory V.",D
MD,0.971,"McDonough, Patrick",R
MD,-1.308,"McIntosh, Maggie",D
MD,0.915,"Mckay, Mike",R
MD,0.664,"McMillan, Herbert",R
MD,0.996,"Metzgar, Ric",R
MD,0.516,"Miele, Christian",R
MD,-1.612,"Miller, Aruna",D
MD,1.629,"Miller, Warren",R
MD,-1.895,"Moon, David H.",D
MD,-2.168,"Morales, Marice Ivette",D
MD,1.223,"Morgan, Matt",R
MD,-0.85,"Morhaim, Dan",D
MD,1,"O'Donnell, Anthony Sr.",R
MD,-0.683,"Oaks, Nathaniel",D
MD,0.827,"Otto, Charles",R
MD,1.471,"Parrott, Neil",R
MD,-0.983,"Patterson, Edith Jerry",D
MD,-1.211,"Pena-Melnyk, Joseline",D
MD,-1.029,"Pendergrass, Shane",D
MD,-2.974,"Platt, Andrew",D
MD,-1.175,"Proctor, James Jr.",D
MD,-1.666,"Queen, Pamela",D
MD,0.908,"Reilly, Teresa E.",R
MD,1.706,"Rey, Deb",R
MD,-1.153,"Reznik, Kirill",D
MD,-1.22,"Robinson, Barbara",D
MD,-1.754,"Robinson, Shane",D
MD,1.151,"Rose, April",R
MD,-1.262,"Rosenberg, Samuel",D
MD,1.164,"Saab, Sid",R
MD,-0.307,"Sample-Hughes, Sheree",D
MD,-1.751,"Sanchez, Carlos",D
MD,1.013,"Shoemaker, Haven Neely",R
MD,0.465,"Simonaire, Meagan Christin",R
MD,-1.824,"Smith, Will",D
MD,-0.195,"Sophocleus, Theodore",D
MD,-0.988,"Stein, Dana",D
MD,-1.508,"Sydnor III, Charles E",D
MD,0.785,"Szeliga, Kathy",R
MD,-2.342,"Tarlau, James J.",D
MD,-0.977,"Turner, Frank",D
MD,-1.251,"Valderrama, Kriselda",D
MD,-0.804,"Valentino-Smith, Geraldine",D
MD,-1.073,"Vallario, Joseph Jr.",D
MD,-1.217,"Vaughn, Michael",D
MD,0.596,"Vogt, David E.",R
MD,-1.552,"Waldstreicher, Jeffrey",D
MD,-0.777,"Walker, Jay",D
MD,-1.73,"Washington, Alonzo T.",D
MD,-1.349,"Washington, Mary",D
MD,0.487,"West, Chris",R
MD,0.837,"Wilson, Brett",R
MD,-0.52,"Wilson, C.",D
MD,1.068,"Wivell, William",R
MD,-1.402,"Young, Karen Lewis",D
MD,-1.39,"Young, Pat",D
MI,0.673,"Afendoulis, Chris",R
MI,-1.366,"Banks, Brian R",D
MI,1.67,"Barrett, Tom",R
MI,0.082,"Bizon, John",R
MI,-0.803,"Brinks, Winnie Theresa",D
MI,-0.777,"Brunner, Charles M",D
MI,1.072,"Bumstead, Jon",R
MI,-1.108,"Byrd, Wendell L.",D
MI,0.54,"Callton, Mike",R
MI,0.741,"Canfield, Edward",R
MI,-1.546,"Chang, Stephanie",D
MI,1.749,"Chatfield, Lee",R
MI,-0.949,"Chirkun, John",D
MI,-0.713,"Clemente, Paul",D
MI,-0.998,"Cochran, Tom",D
MI,2.085,"Cole, Triston",R
MI,0.95,"Cotter, Kevin M",R
MI,0.692,"Cox, Laura",R
MI,0.697,"Crawford, Hugh D",R
MI,-0.901,"Darany, George T",D
MI,-0.507,"Dianda, Scott",D
MI,-0.786,"Dillon, Brandon C",D
MI,-1.01,"Driskell, Gretchen D",D
MI,-1.276,"Durhal, Fred Jr.",D
MI,-1.14,"Faris, Pam",D
MI,0.752,"Farrington, Jeffry",R
MI,0.587,"Forlini, Anthony G",R
MI,1.129,"Franz, Ray A",R
MI,1.111,"Garcia, Daniela",R
MI,-1.626,"Garrett, Latanya",D
MI,-1.436,"Gay-dagnogo, Sherry",D
MI,-1.111,"Geiss, Douglas",D
MI,0.632,"Glardon, Ben",R
MI,2.343,"Glenn, Gary",R
MI,0.861,"Goike, Ken",R
MI,0.75,"Graves, Joseph",R
MI,-1.296,"Green, Patrick",D
MI,-1.387,"Greig, Christine E.",D
MI,-0.846,"Greimel, Timothy A",D
MI,-1.11,"Guerra, Vanessa",D
MI,0.618,"Heise, Kurt L",R
MI,-1.451,"Hoadley, Jon",D
MI,1.106,"Hooker, Thomas B",R
MI,-1.26,"Hovey-Wright, Marcia",D
MI,0.643,"Howell, Gary",R
MI,-0.081,"Howrylak, Martin",R
MI,0.631,"Hughes, Holly",R
MI,0.622,"Iden, Brandt",R
MI,0.715,"Inman, Larry C.",R
MI,-1.572,"Irwin, Jeff",D
MI,0.779,"Jacobsen, Bradford C",R
MI,0.713,"Jenkins, Nancy E",R
MI,0.949,"Johnson, Joel",R
MI,1.493,"Kelly, Tim",R
MI,0.573,"Kesto, Klint",R
MI,-0.491,"Kivela, John",D
MI,-0.619,"Kosowski, Robert L",D
MI,0.722,"LaFontaine, Andrea",R
MI,-1.329,"LaGrand, David",D
MI,-0.638,"Lane, Marilyn",D
MI,0.967,"Lauwers, Dan",R
MI,-0.659,"LaVoy, Bill",D
MI,1.095,"Leonard, Thomas L.",R
MI,0.788,"Leutheuser, Eric",R
MI,-1.251,"Liberati, Frank",D
MI,-1.043,"Love, Leslie",D
MI,0.247,"Lucido, Peter J.",R
MI,0.792,"Lyons, Lisa Posthumus",R
MI,0.754,"Maturen, David C.",R
MI,0.637,"McBroom, Ed",R
MI,0.551,"McCready, Michael",R
MI,1.784,"Miller, Aaron",R
MI,-0.596,"Miller, Derek E.",D
MI,0.902,"Moss, Charles J",R
MI,-1.086,"Moss, Jeremy",D
MI,0.696,"Muxlow, Paul",R
MI,-1.167,"Neeley, Sheldon A.",D
MI,0.837,"Nesbitt, Aric Y",R
MI,0.734,"Outman, Ricky L",R
MI,-1.694,"Pagan, Kristy",D
MI,0.525,"Pagel, Dave",R
MI,0.733,"Pettalia, Peter",R
MI,-0.931,"Phelps, Phil",D
MI,-1.31,"Plawecki, Julie",D
MI,-1.435,"Plawecki, Lauren",D
MI,0.739,"Poleski, Earl",R
MI,0.824,"Potvin, Philip N",R
MI,0.819,"Price, Amanda",R
MI,0.818,"Pscholka, Alton",R
MI,0.788,"Rendon, Bruce R",R
MI,0.574,"Roberts, Brett",R
MI,-1.6,"Roberts, Sarah",D
MI,-1.89,"Robinson, Rose Mary C",D
MI,1.329,"Runestad, James",R
MI,-0.928,"Rutledge, David E",D
MI,-0.975,"Santana, Harvey",D
MI,-1.034,"Schor, Andy",D
MI,0.814,"Sheppard, Jason M.",R
MI,-1.307,"Singh, Samir",D
MI,-0.877,"Smiley, Charles",D
MI,1.08,"Somerville, Pat",R
MI,0.599,"Tedder, James",R
MI,1.888,"Theis, Lana L.",R
MI,-1.318,"Tinsley-Talabi, Alberta",D
MI,-1.121,"Townsend, Jim",D
MI,1.054,"Vaupel, Henry",R
MI,0.689,"VerHeulen, Rob",R
MI,0.782,"Victory, Roger",R
MI,0.694,"Webber, Michael",R
MI,0.608,"Whiteford, Mary",R
MI,-1.842,"Wittenberg, Robert",D
MI,-0.985,"Yanez, Henry J",D
MI,0.864,"Yonker, Ken",R
MI,-1.101,"Zemke, Adam",D
MN,0.956,"Runbeck, Linda",R
MN,1.125,"Albright, Tony",R
MN,-1.697,"Allen, Susan",D
MN,0.427,"Anderson, Chad",R
MN,1.305,"Anderson, Mark",R
MN,0.919,"Anderson, Paul",R
MN,0.947,"Anderson, Sarah",R
MN,-0.837,"Anzelc, Tom",D
MN,-1.208,"Applebaum, Jon",D
MN,-0.865,"Atkins, Joe",D
MN,0.874,"Backer, Jeff",R
MN,0.754,"Baker, Dave",R
MN,0.97,"Barrett, Bob",R
MN,0.881,"Bennett, Peggy",R
MN,-1.297,"Bernardy, Connie",D
MN,-1.209,"Bly, David",D
MN,-1.184,"Carlson, Lyndon Sr.",D
MN,1.471,"Christensen, Drew",R
MN,-1.85,"Clark, Karen",D
MN,-1.13,"Considine, Jack",D
MN,0.623,"Cornish, Tony",R
MN,0.955,"Daniels, Brian",R
MN,1.21,"Daudt, Kurt",R
MN,0.728,"Davids, Gregory",R
MN,-1.51,"Davnie, Jim",D
MN,1.154,"Dean, Matt",R
MN,-1.786,"Dehn, Raymond",D
MN,1.218,"Dettmer, Robert",R
MN,-0.636,"Dill, David",D
MN,1.621,"Drazkowski, Steve",R
MN,-0.756,"Ecklund, Rob",D
MN,-0.87,"Erhardt, Ron",D
MN,1.303,"Erickson, Sondra",R
MN,1.046,"Fabian, Dan",R
MN,0.973,"Fenton, Kelly",R
MN,-1.045,"Fischer, Peter",D
MN,-1.527,"Flanagan, Peggy",D
MN,1.071,"Franson, Mary",R
MN,-1.342,"Freiberg, Mike",D
MN,0.976,"Garofalo, Pat",R
MN,1.169,"Green, Steve",R
MN,1.279,"Gruenhagen, Glenn",R
MN,0.763,"Gunther, Bob",R
MN,1.239,"Hackbarth, Tom",R
MN,-0.963,"Halverson, Laurie",D
MN,0.741,"Hamilton, Rod",R
MN,1.248,"Hancock, David",R
MN,-1.137,"Hansen, Rick",D
MN,-1.868,"Hausman, Alice",D
MN,1.172,"Heintzeman, Joshua",R
MN,1.438,"Hertaus, Jerry",R
MN,-1.16,"Hilstrom, Debra",D
MN,1.08,"Hoppe, Joe",R
MN,-1.901,"Hornstein, Frank",D
MN,-1.061,"Hortman, Melissa",D
MN,1.108,"Howe, Jeff",R
MN,-1.074,"Isaacson, Jason",D
MN,1.102,"Johnson, Brian",R
MN,-1.043,"Johnson, Clark",D
MN,-1.985,"Kahn, Phyllis",D
MN,-1.776,"Kath, Kory",D
MN,1.031,"Kelly, Timothy J",R
MN,1.014,"Kiel, Debra",R
MN,0.821,"Knoblach, Jim",R
MN,1.266,"Koznick, Jon",R
MN,0.947,"Kresha, Ron",R
MN,-1.327,"Laine, Carolyn",D
MN,-0.733,"Lenczewski, Ann",D
MN,-1.174,"Lesch, John",D
MN,-1.077,"Liebling, Tina",D
MN,-0.908,"Lien, Ben",D
MN,-1.045,"Lillie, Leon",D
MN,-1.461,"Loeffler, Diane",D
MN,1.259,"Lohmer, Kathy",R
MN,0.769,"Loon, Jenifer",R
MN,1.12,"Loonan, Bob",R
MN,1.468,"Lucero, Eric",R
MN,0.861,"Lueck, Dale",R
MN,0.975,"Mack, Tara",R
MN,-1.201,"Mahoney, Tim",D
MN,-1.468,"Mariani, Carlos",D
MN,-0.641,"Marquart, Paul",D
